Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Growth
130-98-8941,Giza,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.49,472.31,2019-02-09,10:00:00 AM,Cash,449.82,4.761904762,22.491,5.7,449.82
434-83-9547,Giza,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.39,323.15,2019-01-23,11:51:00 AM,Cash,307.76,4.761904762,15.388,7.7,307.76
851-28-6367,Alex,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55:00 AM,Ewallet,155.0,4.761904762,7.75,8.0,155.0
824-88-3614,Giza,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.72,288.2,2019-01-25,3:00:00 PM,Ewallet,274.48,4.761904762,13.724,5.7,274.47999999999996
305-14-0245,Cairo,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.8,793.72,2019-03-03,7:00:00 PM,Ewallet,755.92,4.761904762,37.796,7.5,755.9200000000001
732-04-5373,Cairo,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.29,195.17,2019-02-08,10:53:00 AM,Cash,185.88,4.761904762,9.294,7.0,185.88
593-65-1552,Giza,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.96,293.2,2019-01-28,8:50:00 PM,Credit card,279.24,4.761904762,13.962,5.9,279.24
284-34-9626,Cairo,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.56,242.68,2019-02-11,10:39:00 AM,Credit card,231.12,4.761904762,11.556,7.2,231.12
437-58-8131,Cairo,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.35,154.39,2019-01-15,1:41:00 PM,Ewallet,147.04,4.761904762,7.352,4.6,147.04
286-43-6208,Giza,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,7:08:00 PM,Cash,790.2,4.761904762,39.51,9.2,790.2
641-43-2399,Cairo,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,8:23:00 PM,Ewallet,102.2,4.761904762,5.11,5.7,102.2
831-07-6050,Alex,Yangon,Normal,Male,Electronic accessories,32.71,5,8.18,171.73,2019-03-19,11:30:00 AM,Credit card,163.55,4.761904762,8.1775,9.9,163.54999999999998
699-01-4164,Giza,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,7:58:00 PM,Credit card,166.0,4.761904762,8.3,8.2,166.0
420-11-4919,Giza,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.85,374.8,2019-02-17,7:57:00 PM,Credit card,356.95,4.761904762,17.8475,5.5,356.95
606-80-4905,Giza,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.74,120.64,2019-01-29,10:01:00 AM,Credit card,114.9,4.761904762,5.745,6.8,114.9
542-41-0513,Cairo,Mandalay,Member,Female,Electronic accessories,57.49,4,11.5,241.46,2019-03-15,11:57:00 AM,Cash,229.96,4.761904762,11.498,6.6,229.96
426-39-2418,Giza,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.49,451.36,2019-01-14,10:02:00 AM,Cash,429.87,4.761904762,21.4935,9.8,429.87
875-46-5808,Cairo,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,2:51:00 PM,Ewallet,259.0,4.761904762,12.95,8.7,259.0
749-24-1565,Alex,Yangon,Normal,Female,Health and beauty,23.03,9,10.36,217.63,2019-01-03,12:02:00 PM,Ewallet,207.27,4.761904762,10.3635,7.9,207.26999999999998
672-51-8681,Giza,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.99,629.84,2019-01-04,6:19:00 PM,Credit card,599.85,4.761904762,29.9925,9.7,599.85
263-87-5680,Giza,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.26,299.56,2019-03-18,5:38:00 PM,Ewallet,285.3,4.761904762,14.265,7.8,285.3
817-69-8206,Cairo,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.88,942.45,2019-03-02,7:42:00 PM,Credit card,897.57,4.761904762,44.8785,6.5,897.57
888-02-0338,Alex,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8,247.87,2019-01-25,8:24:00 PM,Ewallet,236.07,4.761904762,11.8035,5.9,236.07
677-11-0152,Giza,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.97,881.31,2019-01-16,6:08:00 PM,Cash,839.34,4.761904762,41.967,8.8,839.3399999999999
142-63-6033,Cairo,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,7:17:00 PM,Ewallet,461.8,4.761904762,23.09,4.9,461.8
656-16-1063,Cairo,Mandalay,Normal,Male,Sports and travel,46.42,3,6.96,146.22,2019-01-04,1:24:00 PM,Credit card,139.26,4.761904762,6.963,4.4,139.26
891-58-8335,Cairo,Mandalay,Member,Female,Sports and travel,29.61,7,10.36,217.63,2019-03-11,3:53:00 PM,Cash,207.27,4.761904762,10.3635,6.5,207.26999999999998
560-30-5617,Cairo,Mandalay,Normal,Female,Sports and travel,24.77,5,6.19,130.04,2019-03-24,6:27:00 PM,Cash,123.85,4.761904762,6.1925,8.5,123.85
319-74-2561,Alex,Yangon,Member,Female,Electronic accessories,94.64,3,14.2,298.12,2019-02-21,4:55:00 PM,Cash,283.92,4.761904762,14.196,5.5,283.92
549-03-9315,Cairo,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.95,796.91,2019-02-12,12:58:00 PM,Ewallet,758.96,4.761904762,37.948,8.7,758.9599999999999
790-29-1172,Cairo,Mandalay,Normal,Female,Food and beverages,57.34,3,8.6,180.62,2019-03-10,6:59:00 PM,Credit card,172.02,4.761904762,8.601,7.9,172.02
239-36-3640,Cairo,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.6,285.7,2019-01-31,1:44:00 PM,Ewallet,272.1,4.761904762,13.605,6.1,272.09999999999997
468-01-2051,Cairo,Mandalay,Normal,Male,Food and beverages,62.08,7,21.73,456.29,2019-03-06,1:46:00 PM,Ewallet,434.56,4.761904762,21.728,5.4,434.56
746-68-6593,Giza,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.72,183.04,2019-01-11,2:29:00 PM,Credit card,174.32,4.761904762,8.716,9.7,174.32
836-82-5858,Cairo,Mandalay,Member,Male,Health and beauty,69.37,9,31.22,655.55,2019-01-26,7:14:00 PM,Ewallet,624.33,4.761904762,31.2165,4.0,624.3299999999999
583-72-1480,Giza,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.41,155.65,2019-01-31,4:24:00 PM,Ewallet,148.24,4.761904762,7.412,9.7,148.24
466-61-5506,Cairo,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52:00 AM,Cash,544.2,4.761904762,27.21,5.3,544.1999999999999
721-86-6247,Alex,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.37,532.73,2019-03-11,12:55:00 PM,Ewallet,507.36,4.761904762,25.368,7.4,507.36
289-65-5721,Cairo,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.14,170.88,2019-01-26,7:28:00 PM,Cash,162.74,4.761904762,8.137,6.5,162.74
418-02-5978,Cairo,Mandalay,Normal,Female,Health and beauty,84.09,9,37.84,794.65,2019-02-11,10:54:00 AM,Cash,756.81,4.761904762,37.8405,8.0,756.81
269-04-5750,Cairo,Mandalay,Member,Male,Fashion accessories,73.82,4,14.76,310.04,2019-02-21,6:31:00 PM,Cash,295.28,4.761904762,14.764,6.7,295.28000000000003
157-13-5295,Alex,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,6:24:00 PM,Ewallet,519.4,4.761904762,25.97,6.5,519.4
645-78-8093,Alex,Yangon,Normal,Female,Sports and travel,93.14,2,9.31,195.59,2019-01-20,6:09:00 PM,Ewallet,186.28,4.761904762,9.314,4.1,186.28
755-12-3214,Giza,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.06,232.16,2019-03-05,5:07:00 PM,Credit card,221.1,4.761904762,11.055,8.6,221.1
540-11-4336,Alex,Yangon,Normal,Male,Food and beverages,24.94,9,11.22,235.68,2019-01-11,4:49:00 PM,Credit card,224.46,4.761904762,11.223,5.6,224.46
448-81-5016,Alex,Yangon,Normal,Male,Health and beauty,59.77,2,5.98,125.52,2019-03-11,12:01:00 PM,Credit card,119.54,4.761904762,5.977,5.8,119.53999999999999
142-72-4741,Giza,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,6:37:00 PM,Credit card,186.4,4.761904762,9.32,6.0,186.4
217-58-1179,Alex,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25:00 AM,Cash,250.6,4.761904762,12.53,4.2,250.6
376-02-8238,Cairo,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.55,788.51,2019-02-02,6:42:00 PM,Credit card,750.96,4.761904762,37.548,8.3,750.96
530-90-9855,Alex,Yangon,Member,Male,Home and lifestyle,47.59,8,19.04,399.76,2019-01-01,2:47:00 PM,Cash,380.72,4.761904762,19.036,5.7,380.71999999999997
866-05-7563,Cairo,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,7:43:00 PM,Cash,244.2,4.761904762,12.21,4.8,244.20000000000002
799-71-1548,Alex,Yangon,Member,Male,Electronic accessories,77.72,4,15.54,326.42,2019-01-07,4:11:00 PM,Credit card,310.88,4.761904762,15.544,8.8,310.88
785-13-7708,Cairo,Mandalay,Normal,Male,Food and beverages,73.06,7,25.57,536.99,2019-01-14,7:06:00 PM,Credit card,511.42,4.761904762,25.571,4.2,511.42
845-51-0542,Cairo,Mandalay,Member,Male,Food and beverages,46.55,9,20.95,439.9,2019-02-02,3:34:00 PM,Ewallet,418.95,4.761904762,20.9475,6.4,418.95
662-47-5456,Giza,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.6,369.5,2019-03-17,7:06:00 PM,Credit card,351.9,4.761904762,17.595,8.4,351.9
704-11-6354,Alex,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23:00 AM,Cash,471.2,4.761904762,23.56,8.9,471.2
110-48-7033,Cairo,Mandalay,Member,Male,Fashion accessories,32.62,4,6.52,137.0,2019-01-29,2:12:00 PM,Cash,130.48,4.761904762,6.524,9.0,130.48
729-09-9681,Alex,Yangon,Member,Male,Home and lifestyle,25.91,6,7.77,163.23,2019-02-05,10:16:00 AM,Ewallet,155.46,4.761904762,7.773,8.7,155.45999999999998
151-16-1484,Alex,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38:00 PM,Ewallet,129.0,4.761904762,6.45,6.5,129.0
380-94-4661,Giza,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.19,276.95,2019-02-07,1:05:00 PM,Credit card,263.76,4.761904762,13.188,6.9,263.76
850-41-9669,Alex,Yangon,Normal,Female,Electronic accessories,75.06,9,33.78,709.32,2019-03-19,1:25:00 PM,Ewallet,675.54,4.761904762,33.777,6.2,675.5400000000001
655-85-5130,Cairo,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,7:22:00 PM,Cash,153.2,4.761904762,7.66,5.7,153.20000000000002
447-15-7839,Alex,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00:00 AM,Cash,222.4,4.761904762,11.12,4.2,222.4
253-12-6086,Alex,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43:00 PM,Credit card,688.8,4.761904762,34.44,8.7,688.8
808-65-0703,Giza,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.09,148.97,2019-03-14,5:22:00 PM,Credit card,141.88,4.761904762,7.094,6.9,141.88
571-94-0759,Cairo,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,8:55:00 PM,Cash,746.0,4.761904762,37.3,9.5,746.0
144-51-6085,Alex,Yangon,Member,Male,Home and lifestyle,70.74,4,14.15,297.11,2019-01-05,4:05:00 PM,Credit card,282.96,4.761904762,14.148,4.4,282.96000000000004
731-14-2199,Alex,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,1:34:00 PM,Ewallet,355.4,4.761904762,17.77,7.0,355.40000000000003
783-09-1637,Cairo,Mandalay,Normal,Female,Sports and travel,67.43,5,16.86,354.01,2019-03-06,6:13:00 PM,Ewallet,337.15,4.761904762,16.8575,6.3,337.15
126-54-1082,Alex,Yangon,Member,Female,Home and lifestyle,21.54,9,9.69,203.55,2019-01-07,11:44:00 AM,Credit card,193.86,4.761904762,9.693,8.8,193.86
477-24-6490,Cairo,Mandalay,Normal,Female,Health and beauty,99.71,6,29.91,628.17,2019-02-26,4:52:00 PM,Ewallet,598.26,4.761904762,29.913,7.9,598.26
566-19-5475,Cairo,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.79,352.58,2019-01-07,8:52:00 PM,Cash,335.79,4.761904762,16.7895,6.2,335.78999999999996
526-86-8552,Giza,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,5:36:00 PM,Cash,218.2,4.761904762,10.91,7.1,218.20000000000002
376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.08,400.76,2019-02-02,1:23:00 PM,Ewallet,381.68,4.761904762,19.084,6.4,381.68
537-72-0426,Giza,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.49,745.4,2019-03-20,4:28:00 PM,Cash,709.9,4.761904762,35.495,5.7,709.91
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,7:57:00 PM,Credit card,440.2,4.761904762,22.01,9.6,440.2
136-08-6195,Alex,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.98,587.66,2019-02-15,5:01:00 PM,Credit card,559.68,4.761904762,27.984,6.4,559.68
667-92-0055,Alex,Yangon,Member,Male,Health and beauty,99.83,6,29.95,628.93,2019-03-04,3:02:00 PM,Ewallet,598.98,4.761904762,29.949,8.5,598.9799999999999
565-17-3836,Alex,Yangon,Member,Female,Health and beauty,47.67,4,9.53,200.21,2019-03-12,2:21:00 PM,Cash,190.68,4.761904762,9.534,9.1,190.68
498-41-1961,Cairo,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,6:01:00 PM,Cash,333.4,4.761904762,16.67,7.6,333.4
226-71-3580,Giza,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.69,224.44,2019-01-31,12:02:00 PM,Cash,213.75,4.761904762,10.6875,9.5,213.75
283-79-9594,Cairo,Mandalay,Normal,Female,Food and beverages,48.51,7,16.98,356.55,2019-01-25,1:30:00 PM,Credit card,339.57,4.761904762,16.9785,5.2,339.57
430-60-3493,Alex,Yangon,Member,Female,Home and lifestyle,94.88,7,33.21,697.37,2019-02-03,2:38:00 PM,Cash,664.16,4.761904762,33.208,4.2,664.16
139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,5:37:00 PM,Credit card,403.0,4.761904762,20.15,7.0,403.0
558-80-4082,Giza,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.75,204.7,2019-03-14,5:20:00 PM,Ewallet,194.95,4.761904762,9.7475,6.0,194.95
585-03-5943,Cairo,Mandalay,Normal,Male,Health and beauty,18.11,10,9.06,190.16,2019-03-13,11:46:00 AM,Ewallet,181.1,4.761904762,9.055,5.9,181.1
211-05-0490,Giza,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,1:42:00 PM,Cash,259.6,4.761904762,12.98,7.5,259.59999999999997
727-75-6477,Giza,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.77,121.13,2019-03-29,2:44:00 PM,Cash,115.36,4.761904762,5.768,6.4,115.36
744-02-5987,Alex,Yangon,Member,Male,Home and lifestyle,78.38,6,23.51,493.79,2019-01-10,2:16:00 PM,Ewallet,470.28,4.761904762,23.514,5.8,470.28000000000003
307-83-9164,Alex,Yangon,Member,Male,Home and lifestyle,60.01,4,12.0,252.04,2019-01-25,3:54:00 PM,Cash,240.04,4.761904762,12.002,4.5,240.04
446-47-6729,Giza,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.98,209.62,2019-01-02,6:09:00 PM,Credit card,199.64,4.761904762,9.982,6.7,199.64000000000001
439-54-7422,Alex,Yangon,Normal,Female,Electronic accessories,51.19,4,10.24,215.0,2019-03-18,5:15:00 PM,Credit card,204.76,4.761904762,10.238,4.7,204.76
396-90-2219,Cairo,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.98,125.66,2019-02-23,12:29:00 PM,Cash,119.68,4.761904762,5.984,8.6,119.67999999999999
411-77-0180,Alex,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,8:14:00 PM,Ewallet,505.4,4.761904762,25.27,4.3,505.4
286-01-5402,Alex,Yangon,Normal,Female,Sports and travel,40.23,7,14.08,295.69,2019-03-30,1:22:00 PM,Cash,281.61,4.761904762,14.0805,9.6,281.61
803-17-8013,Alex,Yangon,Member,Female,Home and lifestyle,88.79,8,35.52,745.84,2019-02-17,5:09:00 PM,Cash,710.32,4.761904762,35.516,4.1,710.32
848-42-2560,Alex,Yangon,Normal,Female,Fashion accessories,81.91,2,8.19,172.01,2019-03-05,5:43:00 PM,Cash,163.82,4.761904762,8.191,7.8,163.82
532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,79.93,6,23.98,503.56,2019-01-31,2:04:00 PM,Cash,479.58,4.761904762,23.979,5.5,479.58
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.93,145.59,2019-02-05,7:05:00 PM,Ewallet,138.66,4.761904762,6.933,9.7,138.66
423-64-4619,Alex,Yangon,Member,Female,Health and beauty,15.55,9,7.0,146.95,2019-03-07,1:12:00 PM,Cash,139.95,4.761904762,6.9975,5.0,139.95
227-07-4446,Giza,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.06,820.36,2019-02-10,8:51:00 PM,Cash,781.3,4.761904762,39.065,4.4,781.3
174-36-3675,Giza,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.94,208.68,2019-02-14,5:29:00 PM,Cash,198.74,4.761904762,9.937,5.2,198.74
603-07-0961,Giza,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.7,392.65,2019-01-10,11:34:00 AM,Cash,373.95,4.761904762,18.6975,4.9,373.95
704-20-4138,Giza,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.38,218.07,2019-03-11,6:58:00 PM,Credit card,207.69,4.761904762,10.3845,8.1,207.69
787-15-1757,Giza,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.81,185.09,2019-02-18,4:28:00 PM,Ewallet,176.28,4.761904762,8.814,8.4,176.28
649-11-3678,Giza,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.32,216.69,2019-02-26,8:26:00 PM,Cash,206.37,4.761904762,10.3185,5.5,206.37
563-91-7120,Alex,Yangon,Normal,Female,Fashion accessories,61.77,5,15.44,324.29,2019-03-08,1:21:00 PM,Cash,308.85,4.761904762,15.4425,6.7,308.85
746-54-5508,Alex,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.46,135.58,2019-01-17,12:48:00 PM,Credit card,129.12,4.761904762,6.456,9.4,129.12
276-54-0879,Cairo,Mandalay,Normal,Male,Sports and travel,97.74,4,19.55,410.51,2019-03-12,7:53:00 PM,Ewallet,390.96,4.761904762,19.548,6.4,390.96
815-11-1168,Alex,Yangon,Member,Male,Food and beverages,99.78,5,24.94,523.84,2019-03-09,7:09:00 PM,Cash,498.9,4.761904762,24.945,5.4,498.90000000000003
719-76-3868,Giza,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.85,395.89,2019-03-12,4:30:00 PM,Cash,377.04,4.761904762,18.852,8.6,377.03999999999996
730-61-8757,Cairo,Mandalay,Member,Male,Health and beauty,51.13,4,10.23,214.75,2019-01-25,10:11:00 AM,Credit card,204.52,4.761904762,10.226,4.0,204.52
340-66-0321,Alex,Yangon,Member,Male,Electronic accessories,36.36,4,7.27,152.71,2019-03-25,1:07:00 PM,Cash,145.44,4.761904762,7.272,7.6,145.44
868-81-1752,Cairo,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.91,208.09,2019-02-07,6:48:00 PM,Cash,198.18,4.761904762,9.909,6.8,198.18
634-97-8956,Alex,Yangon,Normal,Male,Food and beverages,32.9,3,4.93,103.64,2019-02-17,5:27:00 PM,Credit card,98.7,4.761904762,4.935,9.1,98.71000000000001
566-71-1091,Alex,Yangon,Normal,Male,Fashion accessories,77.02,5,19.26,404.36,2019-02-03,3:59:00 PM,Cash,385.1,4.761904762,19.255,5.5,385.1
527-09-6272,Alex,Yangon,Member,Female,Electronic accessories,28.45,5,7.11,149.36,2019-03-21,10:17:00 AM,Credit card,142.25,4.761904762,7.1125,9.1,142.25
898-04-2717,Alex,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,3:49:00 PM,Ewallet,687.6,4.761904762,34.38,7.5,687.6
692-27-8933,Cairo,Mandalay,Normal,Female,Sports and travel,57.95,6,17.39,365.08,2019-02-24,1:02:00 PM,Cash,347.7,4.761904762,17.385,5.2,347.69
633-09-3463,Giza,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.15,150.1,2019-03-28,12:58:00 PM,Credit card,142.95,4.761904762,7.1475,9.5,142.95
374-17-3652,Cairo,Mandalay,Member,Female,Food and beverages,42.82,9,19.27,404.65,2019-02-05,3:26:00 PM,Credit card,385.38,4.761904762,19.269,8.9,385.38
378-07-7001,Cairo,Mandalay,Member,Male,Electronic accessories,48.09,3,7.21,151.48,2019-02-10,6:23:00 PM,Credit card,144.27,4.761904762,7.2135,7.8,144.26999999999998
433-75-6987,Cairo,Mandalay,Member,Female,Health and beauty,55.97,7,19.59,411.38,2019-03-05,7:06:00 PM,Ewallet,391.79,4.761904762,19.5895,8.9,391.79
873-95-4984,Cairo,Mandalay,Member,Female,Health and beauty,76.9,7,26.92,565.22,2019-02-15,8:21:00 PM,Cash,538.3,4.761904762,26.915,7.7,538.3000000000001
416-13-5917,Giza,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.26,509.41,2019-01-30,4:24:00 PM,Ewallet,485.15,4.761904762,24.2575,9.3,485.15000000000003
150-89-8043,Alex,Yangon,Normal,Male,Sports and travel,44.65,3,6.7,140.65,2019-02-14,3:04:00 PM,Cash,133.95,4.761904762,6.6975,6.2,133.95000000000002
135-84-8019,Alex,Yangon,Normal,Female,Fashion accessories,77.93,9,35.07,736.44,2019-02-27,4:10:00 PM,Ewallet,701.37,4.761904762,35.0685,7.6,701.37
725-96-3778,Giza,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13:00 AM,Cash,714.0,4.761904762,35.7,4.7,714.0
531-80-1784,Alex,Yangon,Normal,Male,Electronic accessories,26.02,7,9.11,191.25,2019-03-28,5:38:00 PM,Cash,182.14,4.761904762,9.107,5.1,182.14
400-45-1220,Cairo,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06:00 AM,Credit card,135.0,4.761904762,6.75,4.8,135.0
860-79-0874,Giza,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,2:53:00 PM,Credit card,993.0,4.761904762,49.65,6.6,993.0000000000001
834-61-8124,Alex,Yangon,Normal,Male,Electronic accessories,51.69,7,18.09,379.92,2019-01-26,6:22:00 PM,Cash,361.83,4.761904762,18.0915,5.5,361.83000000000004
115-99-4379,Cairo,Mandalay,Member,Female,Fashion accessories,54.73,7,19.16,402.27,2019-03-14,7:02:00 PM,Credit card,383.11,4.761904762,19.1555,8.5,383.10999999999996
565-67-6697,Cairo,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,2:16:00 PM,Cash,243.0,4.761904762,12.15,4.8,243.0
889-04-9723,Cairo,Mandalay,Member,Female,Food and beverages,89.14,4,17.83,374.39,2019-01-07,12:20:00 PM,Credit card,356.56,4.761904762,17.828,7.8,356.56
632-90-0281,Giza,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.77,394.28,2019-03-08,8:01:00 PM,Credit card,375.5,4.761904762,18.775,9.3,375.51
554-42-2417,Giza,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,1:45:00 PM,Cash,954.4,4.761904762,47.72,5.2,954.4
612-36-5536,Alex,Yangon,Member,Male,Food and beverages,80.96,8,32.38,680.06,2019-02-17,11:12:00 AM,Credit card,647.68,4.761904762,32.384,7.4,647.68
605-72-4132,Giza,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.79,793.55,2019-02-27,3:12:00 PM,Cash,755.76,4.761904762,37.788,9.1,755.76
471-41-2823,Giza,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.98,209.56,2019-03-07,8:37:00 PM,Ewallet,199.58,4.761904762,9.979,8.0,199.58
462-67-9126,Alex,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.97,461.29,2019-01-21,5:44:00 PM,Cash,439.32,4.761904762,21.966,7.2,439.32000000000005
272-27-9238,Giza,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.25,173.21,2019-02-19,4:23:00 PM,Cash,164.96,4.761904762,8.248,7.1,164.96
834-25-9262,Giza,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.34,343.06,2019-01-06,12:12:00 PM,Cash,326.72,4.761904762,16.336,9.1,326.72
122-61-9553,Giza,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.09,484.97,2019-03-14,7:33:00 PM,Cash,461.88,4.761904762,23.094,5.6,461.88000000000005
468-88-0009,Alex,Yangon,Member,Male,Home and lifestyle,65.94,4,13.19,276.95,2019-03-24,10:29:00 AM,Cash,263.76,4.761904762,13.188,6.0,263.76
613-59-9758,Giza,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,2:28:00 PM,Cash,143.6,4.761904762,7.18,5.4,143.6
254-31-0042,Alex,Yangon,Member,Male,Electronic accessories,21.5,9,9.68,203.18,2019-03-06,12:46:00 PM,Credit card,193.5,4.761904762,9.675,7.8,193.5
201-86-2184,Cairo,Mandalay,Member,Female,Electronic accessories,26.26,7,9.19,193.01,2019-02-02,7:40:00 PM,Cash,183.82,4.761904762,9.191,9.9,183.82
261-12-8671,Cairo,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.1,128.02,2019-01-25,7:39:00 PM,Credit card,121.92,4.761904762,6.096,4.9,121.92000000000002
730-70-9830,Giza,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.03,441.69,2019-03-14,5:54:00 PM,Ewallet,420.66,4.761904762,21.033,5.2,420.65999999999997
382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.62,265.1,2019-01-29,12:25:00 PM,Cash,252.48,4.761904762,12.624,8.9,252.48000000000002
422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.77,352.22,2019-01-03,4:47:00 PM,Credit card,335.45,4.761904762,16.7725,9.1,335.45000000000005
667-23-5919,Alex,Yangon,Member,Female,Fashion accessories,96.7,5,24.18,507.68,2019-01-14,12:52:00 PM,Ewallet,483.5,4.761904762,24.175,7.0,483.5
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.92,334.34,2019-01-05,7:50:00 PM,Credit card,318.42,4.761904762,15.921,9.6,318.41999999999996
